idx,roll,pitch,yaw
0,9.451727867126465,-16.37538719177246,146.60108947753906,0.0
1,9.492537498474121,-16.334142684936523,146.2418975830078,0.0
2,9.525684356689453,-16.295438766479492,145.8834686279297,0.0
3,9.558588981628418,-16.254961013793945,145.5264129638672,0.0
4,9.591763496398926,-16.21585464477539,145.16796875,0.0
5,9.62673282623291,-16.173198699951172,144.8055877685547,0.0
6,9.665542602539062,-16.12897300720215,144.44590759277344,0.0
7,9.701683044433594,-16.0856876373291,144.09014892578125,0.0
8,9.7394380569458,-16.04356575012207,143.7322235107422,0.0
9,9.771566390991211,-15.999795913696289,143.3699493408203,0.0
10,9.807258605957031,-15.956024169921875,143.0080108642578,1.991245117805565e-42
11,9.84015941619873,-15.91284465789795,142.6456298828125,0.0
12,9.876980781555176,-15.870600700378418,142.28709411621094,0.0
13,9.915210723876953,-15.831153869628906,141.9297637939453,0.0
14,9.946816444396973,-15.787336349487305,141.56983947753906,0.0
15,9.975231170654297,-15.74091625213623,141.20748901367188,0.0
16,10.01012897491455,-15.699146270751953,140.8443603515625,0.0
17,10.047186851501465,-15.657188415527344,140.48348999023438,0.0
18,10.082218170166016,-15.614048957824707,140.12033081054688,0.0
19,10.11358642578125,-15.570122718811035,139.75711059570312,0.0
20,10.1411714553833,-15.526067733764648,139.39210510253906,0.0
21,10.175261497497559,-15.482022285461426,139.0327911376953,0.0
22,10.209502220153809,-15.438232421875,138.6666717529297,0.0
23,10.24327278137207,-15.393840789794922,138.30563354492188,0.0
24,10.276225090026855,-15.343731880187988,137.93994140625,0.0
25,10.306713104248047,-15.297975540161133,137.5741424560547,0.0
26,10.339505195617676,-15.251980781555176,137.20999145507812,0.0
27,10.369114875793457,-15.206128120422363,136.84156799316406,0.0
28,10.397932052612305,-15.158515930175781,136.47589111328125,0.0
29,10.428175926208496,-15.107805252075195,136.10874938964844,0.0
30,10.458008766174316,-15.058005332946777,135.7349395751953,0.0
31,10.485122680664062,-15.009590148925781,135.37005615234375,0.0
32,10.515144348144531,-14.961971282958984,135.00088500976562,0.0
33,10.543028831481934,-14.912084579467773,134.63229370117188,1.991245117805565e-42
34,10.578749656677246,-14.863441467285156,134.26657104492188,0.0
35,10.609648704528809,-14.808231353759766,133.8884735107422,0.0
36,10.640216827392578,-14.757543563842773,133.5191192626953,0.0
