idx,altitude
0,2.0,0.0,0.0,0.0
1,2.0,0.0,0.0,0.0
2,2.0,0.0,0.0,0.0
3,2.0,0.0,0.0,0.0
4,2.0,0.0,0.0,0.0
5,2.0,0.0,0.0,0.0
6,2.0,1.0860063098517332e-42,1.991245117805565e-42,1.991245117805565e-42
7,2.0,0.0,0.0,0.0
8,2.0,0.0,0.0,0.0
9,2.0,1.991245117805565e-42,2.251886632169981e-42,1.991245117805565e-42
10,2.0,0.0,0.0,0.0
11,2.0,0.0,0.0,0.0
12,2.0,0.0,0.0,0.0
13,2.0,1.991245117805565e-42,2.251886632169981e-42,1.991245117805565e-42
14,2.0,0.0,0.0,0.0
15,2.0,0.0,0.0,0.0
16,2.0,-0.4817524552345276,5.780531883239746,0.0
17,2.0,0.0,0.0,0.0
18,2.0,0.0,0.0,0.0
19,2.0,0.0,0.0,0.0
20,2.0,-15.438232421875,138.6666717529297,0.0
21,2.0,0.0,0.0,0.0
22,2.0,0.0,0.0,0.0
23,2.0,-14.961971282958984,135.00088500976562,0.0
24,2.0,0.0,0.0,0.0
25,2.0,0.0,0.0,0.0
26,2.0,0.0,0.0,0.0
27,2.0,1.991245117805565e-42,2.251886632169981e-42,1.991245117805565e-42
28,2.0,0.0,0.0,0.0
29,2.0,0.0,0.0,0.0
30,2.0,0.0,0.0,0.0
31,2.0,0.0,0.0,0.0
32,2.0,0.0,0.0,0.0
33,2.0,0.0,0.0,0.0
34,2.0,1.0860063098517332e-42,1.991245117805565e-42,1.991245117805565e-42
35,2.0,0.0,0.0,0.0
36,2.0,0.0,0.0,0.0
37,2.0,1.991245117805565e-42,2.251886632169981e-42,1.991245117805565e-42
38,2.0,0.0,0.0,0.0
39,2.0,0.0,0.0,0.0
40,2.0,0.0,0.0,0.0
41,2.0,0.0,0.0,0.0
42,2.0,0.0,0.0,0.0
43,2.0,0.0,0.0,0.0
44,2.0,-13.102023124694824,121.92084503173828,0.0
45,2.0,0.0,0.0,0.0
46,2.0,0.0,0.0,0.0
47,2.0,-12.805943489074707,120.02127838134766,0.0
48,2.0,0.0,0.0,0.0
49,2.0,0.0,0.0,0.0
50,2.0,0.0,0.0,0.0
51,2.0,1.991245117805565e-42,2.251886632169981e-42,1.991245117805565e-42
52,2.0,0.0,0.0,0.0
53,2.0,0.0,0.0,0.0
54,2.0,-12.158839225769043,115.80213928222656,0.0
55,2.0,0.0,0.0,0.0
56,2.0,0.0,0.0,0.0
57,2.0,0.0,0.0,0.0
58,2.0,0.12533296644687653,3.0159292221069336,0.0
59,2.0,0.0,0.0,0.0
60,2.0,0.0,0.0,0.0
61,2.0,-11.34149169921875,110.75533294677734,0.0
62,2.0,0.0,0.0,0.0
63,2.0,0.0,0.0,0.0
64,2.0,0.0,0.0,0.0
65,2.0,1.0860063098517332e-42,1.991245117805565e-42,1.991245117805565e-42
66,2.0,0.0,0.0,0.0
67,2.0,0.0,0.0,0.0
68,2.0,-0.951056182384491,5.026549339294434,0.0
69,2.0,0.0,0.0,0.0
70,2.0,0.0,0.0,0.0
71,2.0,0.0,0.0,0.0
72,2.0,1.991245117805565e-42,2.251886632169981e-42,1.991245117805565e-42
73,2.0,0.0,0.0,0.0
74,2.0,0.0,0.0,0.0
75,2.0,1.0860063098517332e-42,1.991245117805565e-42,1.991245117805565e-42
76,2.0,0.0,0.0,0.0
77,2.0,0.0,0.0,0.0
78,2.0,0.0,0.0,0.0
79,2.0,1.991245117805565e-42,2.251886632169981e-42,1.991245117805565e-42
80,2.0,0.0,0.0,0.0
81,2.0,0.0,0.0,0.0
82,2.0,0.0,0.0,0.0
83,2.0,0.0,0.0,0.0
84,2.0,0.0,0.0,0.0
