idx,1e,1u,2e,2u,3e,3u,4e,4u,5e,5u,6e,6u,7e,7u,8e,8u,9e,9u
0,1487,33422,60470,29206,60470,16787,60470,15386,60470,9792,60469,11533,1488,33422,60469,26620,60470
1,60470,14015,60470,9705,60470,11851,1487,33422,60470,31021,60470,16495,60470,14903,60469,9560,60470
2,1487,33422,60470,26212,60470,16735,60470,14618,60470,9391,60469,11753,1488,33422,60470,26275,60469
3,60470,14762,60470,9310,60470,11982,1487,33421,60470,24135,60470,17168,60470,14729,60469,9479,60470
4,1487,33422,60470,24464,60470,17407,60470,14726,60470,9212,60470,12407,1487,33421,60470,23429,60469
5,60470,14183,60470,9516,60470,12756,1487,33421,60470,23225,60470,17154,60470,14500,60469,9151,60470
6,1488,33422,60469,23557,60470,17315,60470,14256,60470,9319,60469,12763,1488,33422,60470,23667,60469
7,60470,14817,60470,8923,60470,12138,1487,33421,60470,22612,60470,17450,60470,14783,60469,9370,60470
8,1488,33422,60469,22177,60470,16682,60470,14080,60470,9472,60470,13963,1487,33421,60470,22316,60470
9,60469,13928,60470,9725,60470,13151,1487,33421,60470,21506,60470,17470,60470,14664,60469,10145,60470
10,1403,33338,60470,23385,60470,16186,60470,14074,60470,8512,60470,12917,1571,33505,60470,23233,60469
11,60470,14478,60470,9153,60470,13038,1487,33421,60470,22200,60470,16309,60470,14357,60469,9878,60470
12,1488,33422,60469,20748,60470,16187,60470,14746,60470,9181,60470,13674,1487,33421,60470,20848,60470
13,60469,15097,60470,9492,60470,11728,1487,33421,60470,21806,60470,16675,60470,14019,60470,9964,60469
14,1488,33422,60469,21540,60470,16055,60470,15652,60470,9567,60470,13726,1487,33421,60470,21428,60470
15,60469,14712,60470,9084,60470,13913,1487,33421,60470,21200,60470,16733,60470,14523,60470,9534,60470
16,1487,33421,60470,20523,60469,17221,60470,15009,60470,9584,60470,13753,1403,33337,60470,21181,60470
17,60470,13894,60469,9408,60470,13670,1487,33421,60470,21039,60470,14753,60470,14344,60470,9530,60470
18,1571,33505,60050,20163,60469,16909,60470,14857,60470,9641,60470,13889,1907,33841,59378,18811,60470
19,60470,15224,60469,9624,60470,14140,2579,34513,58958,20186,60470,16387,60470,13781,60470,9282,60469
20,3000,34934,58538,20320,60469,17070,60470,14311,60470,9870,60470,13992,3335,35269,59042,20266,60470
21,60470,14074,60469,10153,60470,14056,2916,34849,59209,19819,60470,16178,60470,13767,60470,9917,60470
22,2831,34765,19490,18973,39298,517,60470,16905,60469,15096,60470,9179,60470,13913,3167,35101,57026
23,60470,17517,60470,15750,60469,9318,60470,13694,4932,36865,54337,18980,60470,16948,60470,14720,60470
24,60469,13812,7620,39554,51901,19323,60470,16074,60470,15167,60470,9716,60469,14587,10056,41990,51398
25,60469,16738,60470,15464,60470,9808,60470,13439,10560,42494,52405,19955,60470,16729,60470,15538,60470
26,60469,14303,9552,41486,52069,19493,60470,16562,60470,13694,60470,9881,60470,14155,9888,41821,51313
27,60470,16565,60469,13379,60470,9965,60470,14058,10644,42578,49549,19408,60470,16610,60470,14191,60469
28,60470,14062,12408,44342,45937,19241,60470,15113,60470,15020,60470,9696,60469,13853,16021,47954,44004
29,60470,15930,60470,14820,60470,10064,60470,13717,17952,49886,44257,19397,60470,16437,60469,14607,60470
30,60470,14139,17700,49634,44425,18583,60470,16373,60470,13262,60470,9642,60469,11375,17533,49466,44340
31,60470,16015,60470,15322,60470,10373,60470,13036,17532,49466,42829,19154,60470,16486,60469,14928,60470
32,60470,13942,19212,51146,40393,20225,60470,16448,60470,13720,60469,9570,60470,14089,21481,53415,39132
33,60470,16664,60470,14451,60470,9707,60470,14283,22824,54758,38460,17521,60470,16422,60470,15154,60470
34,60470,14394,23581,55514,38376,18221,60470,14181,60470,14121,60469,10718,60470,14193,23497,55431,38292
35,60470,14638,60470,14578,60470,9952,60470,14143,23580,55514,37788,18749,60470,16390,60470,15184,60470
36,60470,13889,24084,56018,36781,16274,60469,15430,60470,15098,60470,9589,60470,14355,24673,56607,35100
37,60470,16110,60470,13216,60469,9975,60470,14407,26605,58539,18621,18622,15889,18622,60470,16517,60470
38,60470,9397,60470,14390,27445,59378,34260,18833,60470,16038,60469,14751,60470,9661,60470,14009,27697
39,33336,19927,60470,16526,60470,14421,60470,9688,60469,14237,28705,60639,32076,19746,60470,16817,60470
40,60470,9486,60470,13438,29797,61730,30480,20021,60469,17141,60470,14906,60470,9294,60470,13900,31477
41,29472,18540,60470,16376,60469,14949,60470,9612,60470,13550,32485,64419,28884,18870,60470,16569,60470
42,60470,9238,60469,13638,33074,65007,28211,19894,60470,15981,60470,15732,60470,10162,60470,14530,33745
43,27624,19255,60470,15819,60470,14570,60469,9872,60470,14565,34333,731,26616,20353,60470,17181,60470
44,60470,9717,60469,14071,35342,1739,26111,19358,60470,16167,60470,15002,60470,9432,60470,13624,35845
45,25608,18300,60470,15508,60469,14625,60470,9699,60470,13886,36349,2747,25524,20356,60470,16585,60470
46,60470,10039,60469,13672,36434,2831,25272,20735,60469,17244,60470,14112,60470,9589,60470,14140,36685
47,24432,21072,60470,17675,60470,14741,60469,9201,60470,13765,37526,3923,22667,18987,60470,14796,60470
48,60470,10167,60469,10514,39290,4322,21743,18999,60470,16336,60470,14887,60470,9915,60470,13957,40213
49,20820,16711,60469,16645,60470,15442,60470,9884,60470,14449,41138,3803,20567,19370,60470,16303,60470
50,60469,9207,60470,14323,41390,4070,20315,19837,60470,17670,60470,13831,60470,9936,60470,13673,41725
51,19728,20391,60470,15980,60469,14735,60470,10018,60470,13998,42230,3066,19391,19948,60470,13474,60470
52,60470,9406,60469,14229,42482,544,18467,19068,60470,16262,60470,15448,60470,9882,60470,13559,43489
53,18468,19626,60470,16853,60469,15018,60470,9359,60470,13723,43490,3532,18467,19573,60470,16931,60470
54,60469,9177,60470,14715,43490,65046,18467,18742,60470,16274,60470,14858,60470,9806,60470,13958,65074
55,43950,835,18467,19944,60470,15155,60469,14871,60470,10090,60470,13743,43490,62069,18467,20294,60470
56,60470,15431,60470,9846,60469,13803,43658,63102,18468,18560,60469,16080,60470,15565,60470,9093,60470
57,43490,62748,18467,18439,60470,16199,60470,14576,60469,9810,60470,14477,43742,61452,18467,20205,60470
58,60470,13240,60470,9889,60470,14007,43574,62538,18467,19314,60470,16513,60469,14775,60470,9679,60470
59,43574,60708,18467,21177,60470,16456,60470,14851,60469,10100,60470,14385,43490,59926,19476,18484,60469
60,60470,14505,60470,9214,60470,15617,42482,58348,21323,18636,60470,15951,60470,14575,60470,8797,60469
61,40550,56001,24180,18871,60469,15913,60470,15495,60470,10187,60470,16443,37777,53397,26196,19352,60470
62,60470,14439,60469,10360,60470,17418,35762,49978,27875,20212,60470,16324,60470,14565,60470,10472,60470
63,34081,44856,31068,20052,60470,16361,60470,13890,60469,10751,60470,19053,30890,41379,34512,19295,60469
64,60470,13985,60470,10843,60470,18779,27445,36503,36948,18632,60470,14851,60470,13858,60470,10735,60469
65,25009,34566,38545,19020,60469,13910,60470,14671,60470,10114,20102,19401,40366,559,23412,30591,40393
66,60470,16137,60470,14147,60470,10563,60469,22931,21565,29842,43249,20025,60469,15154,60470,14712,60470
67,60470,26216,18708,25437,45601,19643,60470,15096,60470,17445,60470,10482,60469,25856,16357,21641,46944
68,60470,15217,60470,14496,60470,10272,60470,29707,15096,22712,49129,18581,60470,15136,60470,15142,60470
69,60469,27794,13080,16285,51230,19163,60469,13727,60470,14757,60470,10292,60470,30973,10476,14850,53245
