idx,1e,1u,2e,2u,3e,3u,4e,4u,5e,5u,6e,6u,7e,7u,8e,8u,9e,9u
245,1938,1421,1938,1421,1938,1421,1938,1421,10323,9806,1938,1421,1938,1421,1947,1430,1938,1421
246,1938,1421,1938,1421,1938,1421,1938,1421,10330,9813,1938,1421,1938,1421,1947,1430,1938,1421
247,1938,1421,1938,1421,1938,1421,1938,1421,10330,9813,1938,1421,1938,1421,1946,1429,1938,1421
248,1938,1421,1938,1421,1938,1421,1938,1421,10331,9814,1938,1421,1938,1421,1946,1429,1938,1421
249,1938,1421,1938,1421,1938,1421,1938,1421,10331,9814,1938,1421,1938,1421,1946,1429,1938,1421
250,1938,1421,1938,1421,1938,1421,1938,1421,10331,9814,1938,1421,1938,1421,1946,1429,1938,1421
251,1938,1421,1938,1421,1938,1421,1938,1421,10331,9814,1938,1421,1938,1421,1946,1429,1938,1421
252,1938,1421,1938,1421,1938,1421,1938,1421,10331,9814,1938,1421,1938,1421,1946,1429,1933,1416
253,1938,1421,1938,1421,1938,1421,1938,1421,10336,9819,1938,1421,1938,1421,1946,1429,1911,1394
254,1938,1421,1938,1421,1938,1421,1938,1421,10358,9841,1938,1421,1938,1421,1946,1429,1893,1376
255,1938,1421,1938,1421,1938,1421,1938,1421,10376,9859,1938,1421,1938,1421,1948,1431,1870,1353
256,1938,1421,1938,1421,1938,1421,1938,1421,10397,9880,1938,1421,1938,1421,1959,1442,1844,1327
257,1938,1421,1938,1421,1938,1421,1938,1421,10412,9895,1938,1421,1938,1421,1957,1440,1809,1292
258,1938,1421,1938,1421,1938,1421,1938,1421,10448,9931,1938,1421,1938,1421,1955,1438,1770,1253
259,1938,1421,1938,1421,1938,1421,1938,1421,10490,9973,1938,1421,1938,1421,1955,1438,1722,1205
260,1938,1421,1938,1421,1938,1421,1938,1421,10538,10021,1938,1421,1938,1421,1954,1437,1685,1168
261,1938,1421,1938,1421,1938,1421,1938,1421,10576,10059,1938,1421,1938,1421,1954,1437,1647,1130
262,1938,1421,1938,1421,1938,1421,1938,1421,10614,10097,1938,1421,1938,1421,1954,1437,1628,1111
263,1938,1421,1938,1421,1938,1421,1938,1421,10633,10116,1938,1421,1938,1421,1952,1435,1599,1083
264,1938,1421,1938,1421,1938,1421,1938,1421,10663,10146,1938,1421,1938,1421,1952,1435,1594,1077
265,1938,1421,1938,1421,1938,1421,1938,1421,10668,10151,1938,1421,1938,1421,1951,1434,1571,1054
266,1938,1421,1938,1421,1938,1421,1938,1421,10693,10176,1938,1421,1938,1421,1952,1435,1549,1032
267,1938,1421,1938,1421,1938,1421,1938,1421,10713,10196,1938,1421,1938,1421,1952,1435,1536,1019
268,1938,1421,1938,1421,1938,1421,1938,1421,10726,10209,1938,1421,1938,1421,1954,1437,1523,1006
269,1938,1421,1938,1421,1938,1421,1938,1421,10738,10221,1938,1421,1938,1421,1955,1438,1492,975
270,1938,1421,1938,1421,1938,1421,1938,1421,10768,10251,1938,1421,1938,1421,1960,1443,1466,949
271,1938,1421,1938,1421,1938,1421,1938,1421,10788,10271,1938,1421,1938,1421,1959,1442,1452,935
272,1938,1421,1938,1421,1938,1421,1938,1421,10804,10287,1938,1421,1938,1421,1959,1442,1439,922
273,1938,1421,1938,1421,1938,1421,1938,1421,10817,10300,1938,1421,1938,1421,1960,1443,1417,900
274,1938,1421,1938,1421,1938,1421,1938,1421,10837,10321,1938,1421,1938,1421,1964,1447,1390,873
275,1938,1421,1938,1421,1938,1421,1938,1421,10861,10344,1938,1421,1938,1421,1965,1448,1363,846
276,1938,1421,1938,1421,1938,1421,1938,1421,10887,10370,1938,1421,1938,1421,1964,1447,1341,824
277,1938,1421,1938,1421,1938,1421,1938,1421,10910,10393,1938,1421,1938,1421,1963,1446,1313,796
278,1938,1421,1938,1421,1938,1421,1938,1421,10940,10423,1938,1421,1938,1421,1963,1446,1297,780
279,1938,1421,1938,1421,1938,1421,1938,1421,10955,10438,1938,1421,1938,1421,1961,1444,1293,776
280,1938,1421,1938,1421,1938,1421,1938,1421,10960,10443,1938,1421,1938,1421,1961,1444,1293,776
281,1938,1421,1938,1421,1938,1421,1938,1421,10960,10443,1938,1421,1938,1421,1960,1443,1292,775
282,1938,1421,1938,1421,1938,1421,1938,1421,10963,10446,1938,1421,1938,1421,1960,1443,1293,776
283,1938,1421,1938,1421,1938,1421,1938,1421,10962,10445,1938,1421,1938,1421,1959,1442,1293,776
284,1938,1421,1938,1421,1938,1421,1938,1421,10963,10446,1938,1421,1938,1421,1959,1442,1292,775
285,1938,1421,1938,1421,1938,1421,1938,1421,10964,10447,1938,1421,1938,1421,1959,1442,1292,775
286,1938,1421,1938,1421,1938,1421,1938,1421,10964,10447,1938,1421,1938,1421,1959,1442,1292,775
287,1938,1421,1938,1421,1938,1421,1938,1421,10964,10447,1938,1421,1938,1421,1959,1442,1292,775
288,1938,1421,1938,1421,1938,1421,1938,1421,10964,10447,1938,1421,1938,1421,1960,1443,1293,776
289,1938,1421,1938,1421,1938,1421,1938,1421,10962,10445,1938,1421,1938,1421,1961,1444,1293,776
290,1938,1421,1938,1421,1938,1421,1938,1421,10960,10443,1938,1421,1938,1421,1963,1446,1293,776
291,1938,1421,1938,1421,1938,1421,1938,1421,10959,10442,1938,1421,1938,1421,1961,1444,1310,793
292,1938,1421,1938,1421,1938,1421,1938,1421,10943,10426,1938,1421,1938,1421,1963,1446,1332,815
293,1938,1421,1938,1421,1938,1421,1938,1421,10920,10403,1938,1421,1938,1421,1963,1446,1362,845
294,1938,1421,1938,1421,1938,1421,1938,1421,10890,10373,1938,1421,1938,1421,1963,1446,1391,874
295,1938,1421,1938,1421,1938,1421,1938,1421,10861,10344,1938,1421,1938,1421,1963,1446,1429,912
296,1938,1421,1938,1421,1938,1421,1938,1421,10823,10306,1938,1421,1938,1421,1963,1446,1452,935
297,1938,1421,1938,1421,1938,1421,1938,1421,10800,10283,1938,1421,1938,1421,1963,1446,1487,970
298,1938,1421,1938,1421,1938,1421,1938,1421,10765,10248,1938,1421,1938,1421,1963,1446,1528,1011
299,1938,1421,1938,1421,1938,1421,1938,1421,10724,10207,1938,1421,1938,1421,1963,1446,1556,1039
300,1938,1421,1938,1421,1938,1421,1938,1421,10697,10180,1938,1421,1938,1421,1963,1446,1584,1067
301,1938,1421,1938,1421,1938,1421,1938,1421,10668,10151,1938,1421,1938,1421,1963,1446,1615,1098
302,1938,1421,1938,1421,1938,1421,1938,1421,10637,10120,1938,1421,1938,1421,1963,1446,1632,1115
303,1938,1421,1938,1421,1938,1421,1938,1421,10620,10103,1938,1421,1938,1421,1963,1446,1671,1154
304,1938,1421,1938,1421,1938,1421,1938,1421,10582,10065,1938,1421,1938,1421,1963,1446,1716,1199
305,1938,1421,1938,1421,1938,1421,1938,1421,10536,10019,1938,1421,1938,1421,1964,1447,1756,1239
306,1938,1421,1938,1421,1938,1421,1938,1421,10495,9978,1938,1421,1938,1421,1963,1446,1798,1282
307,1938,1421,1938,1421,1938,1421,1938,1421,10454,9937,1938,1421,1938,1421,1964,1447,1837,1320
308,1938,1421,1938,1421,1938,1421,1938,1421,10414,9897,1938,1421,1938,1421,1963,1446,1868,1351
309,1938,1421,1938,1421,1938,1421,1938,1421,10384,9867,1938,1421,1938,1421,1964,1447,1902,1385
310,1938,1421,1938,1421,1938,1421,1938,1421,10349,9832,1938,1421,1938,1421,1964,1447,1938,1421
311,1938,1421,1938,1421,1938,1421,1938,1421,10313,9796,1938,1421,1938,1421,1966,1450,1938,1421
312,1938,1421,1938,1421,1938,1421,1938,1421,10310,9793,1938,1421,1938,1421,1966,1450,1945,1428
313,1938,1421,1938,1421,1938,1421,1938,1421,10304,9787,1938,1421,1938,1421,1969,1452,1956,1439
314,1938,1421,1938,1421,1938,1421,1938,1421,10289,9773,1938,1421,1938,1421,1970,1453,1970,1453
315,1938,1421,1938,1421,1938,1421,1938,1421,10274,9757,1938,1421,1938,1421,1973,1456,1983,1466
316,1938,1421,1938,1421,1938,1421,1938,1421,10258,9742,1938,1421,1938,1421,1977,1460,1994,1477
317,1938,1421,1938,1421,1938,1421,1938,1421,10244,9727,1938,1421,1938,1421,1978,1461,2000,1483
318,1938,1421,1938,1421,1938,1421,1938,1421,10236,9720,1938,1421,1938,1421,1982,1465,2016,1499
319,1938,1421,1938,1421,1938,1421,1938,1421,10217,9700,1938,1421,1938,1421,1986,1469,2035,1518
320,1938,1421,1938,1421,1938,1421,1938,1421,10194,9677,1938,1421,1938,1421,1985,1468,2056,1539
321,1938,1421,1938,1421,1938,1421,1938,1421,10174,9658,1938,1421,1938,1421,1985,1468,2079,1562
322,1938,1421,1938,1421,1938,1421,1938,1421,10151,9634,1938,1421,1938,1421,1985,1468,2100,1583
323,1938,1421,1938,1421,1938,1421,1938,1421,10131,9614,1938,1421,1938,1421,1986,1469,2122,1605
324,1938,1421,1938,1421,1938,1421,1938,1421,10107,9590,1938,1421,1938,1421,1986,1469,2144,1627
325,1938,1421,1938,1421,1938,1421,1938,1421,10085,9568,1938,1421,1938,1421,1986,1469,2163,1646
326,1938,1421,1938,1421,1938,1421,1938,1421,10066,9549,1938,1421,1938,1421,1986,1469,2202,1685
327,1938,1421,1938,1421,1938,1421,1938,1421,10027,9510,1938,1421,1938,1421,1986,1469,2220,1703
328,1938,1421,1938,1421,1938,1421,1938,1421,10009,9492,1938,1421,1938,1421,1986,1469,2248,1731
329,1938,1421,1938,1421,1938,1421,1938,1421,9981,9464,1938,1421,1938,1421,1986,1469,2259,1742
330,1938,1421,1938,1421,1938,1421,1938,1421,9970,9453,1938,1421,1938,1421,1986,1469,2277,1760
331,1938,1421,1938,1421,1938,1421,1938,1421,9952,9435,1938,1421,1938,1421,1986,1469,2335,1818
332,1938,1421,1938,1421,1938,1421,1938,1421,9894,9377,1938,1421,1938,1421,1986,1469,2355,1839
333,1938,1421,1938,1421,1938,1421,1938,1421,9873,9356,1938,1421,1938,1421,1986,1469,2371,1854
334,1938,1421,1938,1421,1938,1421,1938,1421,9858,9341,1938,1421,1938,1421,1986,1469,2401,1884
335,1938,1421,1938,1421,1938,1421,1938,1421,9828,9311,1938,1421,1938,1421,1987,1470,2458,1941
336,1938,1421,1938,1421,1938,1421,1938,1421,9770,9253,1938,1421,1938,1421,1986,1469,2480,1963
337,1938,1421,1938,1421,1938,1421,1938,1421,9749,9232,1938,1421,1938,1421,1986,1469,2508,1991
338,1938,1421,1938,1421,1938,1421,1938,1421,9721,9204,1938,1421,1938,1421,1986,1469,2570,2053
339,1938,1421,1938,1421,1938,1421,1938,1421,9659,9142,1938,1421,1938,1421,1986,1469,2584,2067
340,1938,1421,1938,1421,1938,1421,1938,1421,9645,9128,1938,1421,1938,1421,1986,1469,2584,2067
341,1938,1421,1938,1421,1938,1421,1938,1421,9645,9128,1938,1421,1938,1421,1986,1469,2584,2067
342,1938,1421,1938,1421,1938,1421,1938,1421,9645,9128,1938,1421,1938,1421,1988,1472,2584,2067
343,1938,1421,1938,1421,1938,1421,1938,1421,9642,9125,1938,1421,1938,1421,1992,1475,2584,2067
344,1938,1421,1938,1421,1938,1421,1938,1421,9638,9121,1938,1421,1938,1421,1995,1478,2584,2067
345,1938,1421,1938,1421,1938,1421,1938,1421,9636,9119,1938,1421,1938,1421,1996,1479,2584,2067
346,1938,1421,1938,1421,1938,1421,1938,1421,9634,9117,1938,1421,1938,1421,1996,1479,2584,2067
347,1938,1421,1938,1421,1938,1421,1938,1421,9634,9117,1938,1421,1938,1421,1995,1478,2584,2067
348,1938,1421,1938,1421,1938,1421,1938,1421,9636,9119,1938,1421,1938,1421,1995,1478,2584,2067
349,1938,1421,1938,1421,1938,1421,1938,1421,9636,9119,1938,1421,1938,1421,1996,1479,2584,2067
350,1938,1421,1938,1421,1938,1421,1938,1421,9634,9117,1938,1421,1938,1421,1996,1479,2584,2067
351,1938,1421,1938,1421,1938,1421,1938,1421,9634,9117,1938,1421,1938,1421,1995,1478,2584,2067
352,1938,1421,1938,1421,1938,1421,1938,1421,9636,9119,1938,1421,1938,1421,1995,1478,2569,2052
353,1938,1421,1938,1421,1938,1421,1938,1421,9651,9134,1938,1421,1938,1421,1995,1478,2525,2008
354,1938,1421,1938,1421,1938,1421,1938,1421,9695,9178,1938,1421,1938,1421,1995,1478,2495,1978
355,1938,1421,1938,1421,1938,1421,1938,1421,9725,9208,1938,1421,1938,1421,1995,1478,2471,1954
356,1938,1421,1938,1421,1938,1421,1938,1421,9749,9232,1938,1421,1938,1421,1995,1478,2451,1934
357,1938,1421,1938,1421,1938,1421,1938,1421,9769,9252,1938,1421,1938,1421,1996,1479,2393,1876
358,1938,1421,1938,1421,1938,1421,1938,1421,9826,9309,1938,1421,1938,1421,1996,1479,2365,1848
359,1938,1421,1938,1421,1938,1421,1938,1421,9854,9337,1938,1421,1938,1421,1995,1478,2345,1828
360,1938,1421,1938,1421,1938,1421,1938,1421,9875,9358,1938,1421,1938,1421,1996,1479,2304,1787
361,1938,1421,1938,1421,1938,1421,1938,1421,9915,9398,1938,1421,1938,1421,1995,1478,2279,1762
362,1938,1421,1938,1421,1938,1421,1938,1421,9941,9424,1938,1421,1938,1421,1995,1478,2259,1742
363,1938,1421,1938,1421,1938,1421,1938,1421,9961,9444,1938,1421,1938,1421,1991,1474,2234,1717
364,1938,1421,1938,1421,1938,1421,1938,1421,9990,9473,1938,1421,1938,1421,1992,1475,2190,1673
365,1938,1421,1938,1421,1938,1421,1938,1421,10032,9515,1938,1421,1938,1421,1994,1477,2119,1602
366,1938,1421,1938,1421,1938,1421,1938,1421,10102,9585,1938,1421,1938,1421,1994,1477,2069,1552
367,1938,1421,1938,1421,1938,1421,1938,1421,10152,9636,1938,1421,1938,1421,1996,1479,1977,1460
368,1938,1421,1938,1421,1938,1421,1938,1421,10242,9725,1938,1421,1938,1421,1998,1481,1946,1429
369,1938,1421,1938,1421,1938,1421,1938,1421,10271,9754,1938,1421,1938,1421,2003,1486,1938,1421
370,1938,1421,1938,1421,1938,1421,1938,1421,10274,9757,1938,1421,1938,1421,2005,1488,1930,1413
371,1938,1421,1938,1421,1938,1421,1938,1421,10279,9762,1938,1421,1938,1421,2004,1487,1923,1406
372,1938,1421,1938,1421,1938,1421,1938,1421,10288,9771,1938,1421,1938,1421,2004,1487,1924,1407
373,1938,1421,1938,1421,1938,1421,1938,1421,10287,9770,1938,1421,1938,1421,2003,1486,1938,1421
374,1938,1421,1938,1421,1938,1421,1938,1421,10274,9757,1938,1421,1938,1421,2001,1484,1938,1421
375,1938,1421,1938,1421,1938,1421,1938,1421,10275,9758,1938,1421,1938,1421,2000,1483,1938,1421
376,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
377,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
378,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
379,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
380,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
381,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
382,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
383,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
384,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
385,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
386,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
387,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
388,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
389,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
390,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
391,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
392,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
393,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,1999,1482,1938,1421
394,1938,1421,1938,1421,1938,1421,1938,1421,10278,9761,1938,1421,1938,1421,1999,1482,1938,1421
395,1938,1421,1938,1421,1938,1421,1938,1421,10278,9761,1938,1421,1938,1421,2000,1483,1938,1421
396,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
397,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
398,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
399,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
400,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
401,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,1999,1482,1938,1421
402,1938,1421,1938,1421,1938,1421,1938,1421,10278,9761,1938,1421,1938,1421,2000,1483,1938,1421
403,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,1999,1482,1938,1421
404,1938,1421,1938,1421,1938,1421,1938,1421,10278,9761,1938,1421,1938,1421,1999,1482,1938,1421
405,1938,1421,1938,1421,1938,1421,1938,1421,10278,9761,1938,1421,1938,1421,1999,1482,1938,1421
406,1938,1421,1938,1421,1938,1421,1938,1421,10278,9761,1938,1421,1938,1421,2000,1483,1938,1421
407,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
408,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,1999,1482,1938,1421
409,1938,1421,1938,1421,1938,1421,1938,1421,10278,9761,1938,1421,1943,1426,1999,1482,1938,1421
410,1938,1421,1938,1421,1938,1421,1938,1421,10273,9756,1938,1421,1943,1426,1999,1482,1938,1421
411,1938,1421,1938,1421,1938,1421,1938,1421,10273,9756,1938,1421,1938,1421,2000,1483,1938,1421
412,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,1999,1482,1938,1421
413,1938,1421,1938,1421,1938,1421,1938,1421,10278,9761,1938,1421,1938,1421,2000,1483,1938,1421
414,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1945,1428,2000,1483,1938,1421
415,1938,1421,1938,1421,1938,1421,1938,1421,10270,9753,1938,1421,1959,1442,2000,1483,1938,1421
416,1938,1421,1938,1421,1938,1421,1938,1421,10256,9739,1938,1421,1976,1459,2000,1483,1938,1421
417,1938,1421,1938,1421,1938,1421,1938,1421,10239,9722,1938,1421,2004,1487,2000,1483,1938,1421
418,1938,1421,1938,1421,1938,1421,1938,1421,10211,9694,1938,1421,2026,1509,2000,1483,1938,1421
419,1938,1421,1938,1421,1938,1421,1938,1421,10189,9672,1938,1421,2049,1532,2000,1483,1938,1421
420,1938,1421,1938,1421,1938,1421,1938,1421,10165,9648,1938,1421,2084,1567,2000,1483,1938,1421
421,1938,1421,1938,1421,1938,1421,1938,1421,10131,9614,1938,1421,2111,1594,2000,1483,1938,1421
422,1938,1421,1938,1421,1938,1421,1938,1421,10103,9586,1938,1421,2140,1623,2000,1483,1938,1421
423,1938,1421,1938,1421,1938,1421,1938,1421,10075,9558,1938,1421,2169,1652,2000,1483,1938,1421
424,1938,1421,1938,1421,1938,1421,1938,1421,10045,9528,1938,1421,2177,1660,2000,1483,1938,1421
425,1938,1421,1938,1421,1938,1421,1938,1421,10037,9521,1938,1421,2198,1681,2000,1483,1938,1421
426,1938,1421,1938,1421,1938,1421,1938,1421,10017,9500,1938,1421,2226,1709,2000,1483,1938,1421
427,1938,1421,1938,1421,1938,1421,1938,1421,9988,9471,1938,1421,2244,1727,2000,1483,1938,1421
428,1938,1421,1938,1421,1938,1421,1938,1421,9970,9453,1938,1421,2255,1738,2000,1483,1938,1421
429,1938,1421,1938,1421,1938,1421,1938,1421,9960,9443,1938,1421,2270,1753,2000,1483,1938,1421
430,1938,1421,1938,1421,1938,1421,1938,1421,9944,9427,1938,1421,2290,1773,2000,1483,1938,1421
431,1938,1421,1938,1421,1938,1421,1938,1421,9925,9408,1938,1421,2313,1796,2000,1483,1938,1421
432,1938,1421,1938,1421,1938,1421,1938,1421,9902,9385,1938,1421,2336,1819,2000,1483,1938,1421
433,1938,1421,1938,1421,1938,1421,1938,1421,9878,9362,1938,1421,2375,1858,2000,1483,1938,1421
434,1938,1421,1938,1421,1938,1421,1938,1421,9840,9323,1938,1421,2392,1875,2000,1483,1938,1421
435,1938,1421,1938,1421,1938,1421,1938,1421,9823,9306,1938,1421,2402,1885,2000,1483,1938,1421
436,1938,1421,1938,1421,1938,1421,1938,1421,9813,9296,1938,1421,2423,1906,1999,1482,1938,1421
437,1938,1421,1938,1421,1938,1421,1938,1421,9793,9276,1938,1421,2443,1926,2000,1483,1938,1421
438,1938,1421,1938,1421,1938,1421,1938,1421,9771,9254,1938,1421,2464,1947,2000,1483,1938,1421
439,1938,1421,1938,1421,1938,1421,1938,1421,9751,9234,1938,1421,2481,1964,2000,1483,1938,1421
440,1938,1421,1938,1421,1938,1421,1938,1421,9734,9217,1938,1421,2494,1977,2000,1483,1938,1421
441,1938,1421,1938,1421,1938,1421,1938,1421,9721,9204,1938,1421,2505,1988,2000,1483,1938,1421
442,1938,1421,1938,1421,1938,1421,1938,1421,9709,9192,1938,1421,2524,2007,2000,1483,1938,1421
443,1938,1421,1938,1421,1938,1421,1938,1421,9691,9174,1938,1421,2538,2021,2000,1483,1938,1421
444,1938,1421,1938,1421,1938,1421,1938,1421,9677,9160,1938,1421,2558,2041,2000,1483,1938,1421
445,1938,1421,1938,1421,1938,1421,1938,1421,9656,9139,1938,1421,2583,2066,2000,1483,1938,1421
446,1938,1421,1938,1421,1938,1421,1938,1421,9632,9115,1938,1421,2584,2067,2000,1483,1938,1421
447,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
448,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
449,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
450,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
451,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
452,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
453,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
454,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
455,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
456,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
457,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
458,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
459,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2584,2067,2000,1483,1938,1421
460,1938,1421,1938,1421,1938,1421,1938,1421,9630,9113,1938,1421,2576,2060,2000,1483,1938,1421
461,1938,1421,1938,1421,1938,1421,1938,1421,9638,9121,1938,1421,2556,2039,2000,1483,1938,1421
462,1938,1421,1938,1421,1938,1421,1938,1421,9659,9142,1938,1421,2536,2019,2000,1483,1938,1421
463,1938,1421,1938,1421,1938,1421,1938,1421,9678,9161,1938,1421,2521,2004,2000,1483,1938,1421
464,1938,1421,1938,1421,1938,1421,1938,1421,9694,9177,1938,1421,2487,1970,2000,1483,1938,1421
465,1938,1421,1938,1421,1938,1421,1938,1421,9727,9210,1938,1421,2455,1938,2000,1483,1938,1421
466,1938,1421,1938,1421,1938,1421,1938,1421,9760,9243,1938,1421,2421,1904,2000,1483,1938,1421
467,1938,1421,1938,1421,1938,1421,1938,1421,9793,9276,1938,1421,2394,1877,2000,1483,1938,1421
468,1938,1421,1938,1421,1938,1421,1938,1421,9820,9303,1938,1421,2355,1839,2000,1483,1938,1421
469,1938,1421,1938,1421,1938,1421,1938,1421,9859,9342,1938,1421,2314,1797,2000,1483,1938,1421
470,1938,1421,1938,1421,1938,1421,1938,1421,9900,9384,1938,1421,2274,1757,2000,1483,1938,1421
471,1938,1421,1938,1421,1938,1421,1938,1421,9941,9424,1938,1421,2244,1727,2000,1483,1938,1421
472,1938,1421,1938,1421,1938,1421,1938,1421,9970,9453,1938,1421,2208,1691,2000,1483,1938,1421
473,1938,1421,1938,1421,1938,1421,1938,1421,10006,9489,1938,1421,2168,1651,2000,1483,1938,1421
474,1938,1421,1938,1421,1938,1421,1938,1421,10047,9530,1938,1421,2119,1602,2000,1483,1938,1421
475,1938,1421,1938,1421,1938,1421,1938,1421,10096,9579,1938,1421,2082,1565,1999,1482,1938,1421
476,1938,1421,1938,1421,1938,1421,1938,1421,10134,9617,1938,1421,2041,1525,2000,1483,1938,1421
477,1938,1421,1938,1421,1938,1421,1938,1421,10173,9656,1938,1421,2000,1483,2000,1483,1938,1421
478,1938,1421,1938,1421,1938,1421,1938,1421,10215,9698,1938,1421,1961,1444,2000,1483,1938,1421
479,1938,1421,1938,1421,1938,1421,1938,1421,10253,9736,1938,1421,1938,1421,2000,1483,1938,1421
480,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1938,1421,2000,1483,1938,1421
481,1938,1421,1938,1421,1938,1421,1938,1421,10277,9760,1938,1421,1910,1393,2000,1483,1938,1421
482,1938,1421,1938,1421,1938,1421,1938,1421,10305,9788,1938,1421,1893,1376,2000,1483,1938,1421
483,1938,1421,1938,1421,1938,1421,1938,1421,10322,9805,1938,1421,1882,1366,2000,1483,1938,1421
484,1938,1421,1938,1421,1938,1421,1938,1421,10332,9815,1938,1421,1853,1336,2000,1483,1938,1421
485,1938,1421,1938,1421,1938,1421,1938,1421,10362,9845,1938,1421,1820,1304,1999,1482,1938,1421
486,1938,1421,1938,1421,1938,1421,1938,1421,10395,9879,1938,1421,1796,1279,2000,1483,1938,1421
487,1938,1421,1938,1421,1938,1421,1938,1421,10419,9902,1938,1421,1766,1249,2000,1483,1938,1421
488,1938,1421,1938,1421,1938,1421,1938,1421,10448,9931,1938,1421,1735,1218,2000,1483,1938,1421
489,1938,1421,1938,1421,1938,1421,1938,1421,10479,9963,1938,1421,1702,1185,2000,1483,1938,1421
490,1938,1421,1938,1421,1938,1421,1938,1421,10513,9996,1938,1421,1672,1155,2000,1483,1938,1421
491,1938,1421,1938,1421,1938,1421,1938,1421,10543,10026,1938,1421,1655,1138,2000,1483,1938,1421
492,1938,1421,1938,1421,1938,1421,1938,1421,10560,10043,1938,1421,1630,1114,2000,1483,1938,1421
493,1938,1421,1938,1421,1938,1421,1938,1421,10584,10067,1938,1421,1603,1086,1999,1482,1938,1421
