index,header,gyrX,gyrY,gyrZ,accX,accY,accZ
574,-21779,-348,1069,-1872,656,704,18091
575,-21941,-74,1531,-1872,656,704,18091
576,-21858,-180,1438,-1616,656,704,18091
577,-21787,-141,999,-1616,656,704,18091
578,-21784,-168,196,-1616,656,704,18091
579,-21984,15,-753,-1616,656,704,18091
580,-21887,100,-1325,-1872,656,704,18091
581,-21903,180,-1947,-1632,800,864,18091
582,-21909,95,-1831,-1632,800,864,18091
583,-21906,85,-1733,-1376,800,864,18091
584,-21856,154,-1499,-1120,800,864,18091
585,-21953,469,-1314,-1120,800,864,18091
586,-21892,457,-1779,-864,800,864,18091
587,-21835,269,-1881,-1120,800,864,18091
588,-21798,361,-2334,-1376,800,864,18091
589,-21993,723,-2719,-1376,800,864,18091
590,-21939,296,-2482,-1456,976,944,18091
591,-21828,-186,-2283,-1456,976,944,18091
592,-21896,-316,-1853,-1712,976,944,18091
593,-21828,-706,-1342,-1712,976,944,18091
594,-21773,-763,-1082,-1712,976,944,18091
595,-21848,-347,-1101,-1712,976,944,18091
596,-21776,-309,-1448,-1712,976,944,18091
597,-21802,-332,-1851,-2224,976,944,18091
598,-21808,-265,-2316,-2480,976,944,18091
599,-21931,243,-2659,-2256,656,768,18603
600,-21923,341,-2720,-2000,656,768,18603
601,-21851,125,-2739,-2000,656,768,18603
602,-21801,-213,-2185,-2000,656,768,18603
603,-21906,-29,-1539,-2000,656,768,18603
604,-21958,-156,-950,-1744,656,768,18603
605,-21948,-108,-745,-1744,656,768,18603
606,-21958,-69,-542,-2000,656,768,18603
607,-21811,-74,-595,-2000,656,768,18603
608,-21892,3,-327,-2016,448,912,18091
609,-22007,365,-320,-2016,448,912,18091
610,-21830,491,-277,-2016,448,912,18091
611,-21899,706,-28,-2016,448,912,18091
612,-21790,736,-225,-1760,448,912,18091
613,-21952,896,-218,-1760,448,912,18091
614,-21915,1201,-271,-2016,448,912,18091
615,-21913,1405,-679,-2016,448,912,18091
616,-21977,1300,-863,-2272,448,912,18091
617,-21784,1068,-1231,-2192,96,608,18091
618,-21901,1143,-1461,-2192,96,608,18091
619,-21837,817,-1314,-2192,96,608,18091
620,-21942,311,-1013,-1936,96,608,18091
621,-21923,121,-438,-1936,96,608,18091
622,-21831,191,-152,-1936,96,608,18091
623,-21964,756,70,-1936,96,608,18091
624,-21787,749,488,-2192,96,608,18091
625,-21781,332,447,-2192,96,608,18091
626,-21853,506,-261,-2064,-64,304,18091
627,-21795,291,-736,-1808,-64,304,18091
628,-21987,583,-781,-2064,-64,304,18091
629,-21979,611,-954,-2064,-64,304,18091
630,-21839,402,-834,-2320,-64,304,18091
631,-21898,299,-563,-2320,-64,304,18091
632,-21994,469,-757,-2064,-64,304,18091
633,-21788,41,-430,-2064,-64,304,18091
634,-21981,404,-373,-2064,-64,304,18091
635,-21914,425,-127,-2064,-64,304,18091
636,-21939,390,64,-2256,-240,448,17835
637,-21839,448,198,-2512,-240,448,17835
638,-22010,578,404,-2512,-240,448,17835
639,-21997,815,1003,-2512,-240,448,17835
640,-21918,1067,1293,-2256,-240,448,17835
641,-21926,1403,1759,-2512,-240,448,17835
642,-21778,1166,1702,-2512,-240,448,17835
643,-21862,1494,1464,-2512,-240,448,17835
644,-21826,967,1753,-2512,-240,448,17835
645,-21789,-609,799,-2192,240,-96,20395
646,-21796,-167,125,-1936,240,-96,20395
647,-21907,-159,93,-1680,240,-96,20395
648,-21916,-191,169,-1680,240,-96,20395
649,-21903,-180,145,-1680,240,-96,20395
650,-21949,-167,62,-1680,240,-96,20395
651,-21872,-309,100,-1680,240,-96,20395
652,-21883,-353,126,-1680,240,-96,20395
653,-21787,-449,70,-1680,240,-96,20395
654,-21929,-223,71,-1744,64,160,19115
655,-21817,-9,-145,-1744,64,160,19115
656,-21845,-1,-93,-1744,64,160,19115
657,-21895,-216,189,-1744,64,160,19115
658,-21780,-403,129,-1744,64,160,19115
659,-21857,-345,62,-1744,64,160,19115
660,-21986,-160,166,-2000,64,160,19115
661,-21915,-224,127,-2000,64,160,19115
662,-21805,-361,193,-2000,64,160,19115
663,-21972,-629,491,-1904,48,304,18347
664,-22011,-146,252,-1904,48,304,18347
665,-21909,-201,23,-1648,48,304,18347
666,-21889,-200,29,-1648,48,304,18347
667,-21883,-232,90,-1648,48,304,18347
668,-21863,-240,104,-1648,48,304,18347
669,-21870,-228,101,-1648,48,304,18347
670,-21891,-211,93,-1648,48,304,18347
671,-21889,-171,19,-1648,48,304,18347
672,-21883,-204,241,-2048,32,384,18091
673,-21820,-205,199,-2048,32,384,18091
674,-21880,-200,134,-2048,32,384,18091
675,-21924,-198,106,-2048,32,384,18091
676,-21909,-170,69,-2048,32,384,18091
677,-21896,-199,81,-2048,32,384,18091
678,-21929,-192,77,-2048,32,384,18091
679,-21896,-204,124,-2048,32,384,18091
680,-21894,-202,127,-2048,32,384,18091
681,-21889,-197,137,-1808,-48,240,17835
682,-21881,-176,160,-1808,-48,240,17835
683,-21882,-229,188,-1808,-48,240,17835
684,-21888,-236,231,-1808,-48,240,17835
685,-21886,-182,226,-1808,-48,240,17835
686,-21895,-211,13,-1552,-48,240,17835
687,-21871,-196,63,-1552,-48,240,17835
688,-21879,-204,88,-1552,-48,240,17835
689,-21880,-209,81,-1552,-48,240,17835
690,-21906,-204,89,-1616,-80,240,17835
691,-21886,-203,125,-1616,-80,240,17835
692,-21865,-211,144,-1616,-80,240,17835
693,-21900,-224,142,-1616,-80,240,17835
694,-21882,-210,162,-1616,-80,240,17835
695,-21899,-211,166,-1616,-80,240,17835
696,-21891,-205,180,-1616,-80,240,17835
697,-21885,-196,151,-1616,-80,240,17835
698,-21860,-232,155,-1616,-80,240,17835
699,-21882,-211,159,-1632,-128,16,18091
700,-21875,-204,145,-1632,-128,16,18091
701,-21909,-227,156,-1632,-128,16,18091
702,-21879,-210,151,-1632,-128,16,18091
703,-21873,-197,164,-1632,-128,16,18091
704,-21905,-191,158,-1632,-128,16,18091
705,-21918,-217,177,-1632,-128,16,18091
706,-21879,-237,177,-1632,-128,16,18091
707,-21897,-230,160,-1632,-128,16,18091
708,-21876,-181,151,-1584,-192,224,17835
709,-21871,-168,161,-1584,-192,224,17835
710,-21876,-202,193,-1584,-192,224,17835
711,-21877,-236,231,-1584,-192,224,17835
712,-21879,-215,230,-1584,-192,224,17835
713,-21889,-222,242,-1584,-192,224,17835
714,-21891,-215,221,-1584,-192,224,17835
715,-21886,-206,189,-1584,-192,224,17835
716,-21885,-202,220,-1584,-192,224,17835
717,-21851,-222,192,-1584,-192,224,17835
718,-21880,-216,197,-1568,-144,224,17835
719,-21867,-195,206,-1568,-144,224,17835
720,-21868,-208,177,-1568,-144,224,17835
721,-21887,-232,206,-1568,-144,224,17835
722,-21888,-237,207,-1568,-144,224,17835
723,-21889,-218,203,-1568,-144,224,17835
724,-21897,-225,196,-1568,-144,224,17835
725,-21892,-231,207,-1568,-144,224,17835
726,-21864,-228,219,-1568,-144,224,17835
727,-21891,-223,226,-1552,-80,16,18091
728,-21897,-200,222,-1552,-80,16,18091
729,-21863,-198,205,-1552,-80,16,18091
730,-21869,-188,213,-1552,-80,16,18091
731,-21893,-205,206,-1552,-80,16,18091
732,-21872,-203,190,-1552,-80,16,18091
733,-21895,-227,205,-1552,-80,16,18091
734,-21903,-227,204,-1552,-80,16,18091
735,-21896,-201,195,-1552,-80,16,18091
736,-21877,-230,201,-1552,-176,0,18091
737,-21882,-227,185,-1552,-176,0,18091
738,-21869,-225,183,-1552,-176,0,18091
739,-21871,-189,140,-1552,-176,0,18091
740,-21867,-244,182,-1552,-176,0,18091
741,-21879,-9,-65,-1552,-176,0,18091
742,-21883,-241,192,-1552,-176,0,18091
743,-21883,-205,207,-1552,-176,0,18091
744,-21889,-201,208,-1552,-176,0,18091
745,-21898,-226,232,-1568,-112,16,18091
746,-21895,-249,243,-1568,-112,16,18091
747,-21879,-211,208,-1568,-112,16,18091
748,-21909,-221,223,-1568,-112,16,18091
749,-21900,-229,221,-1568,-112,16,18091
750,-21873,-223,213,-1568,-112,16,18091
751,-21874,-230,234,-1568,-112,16,18091
752,-21888,-214,237,-1568,-112,16,18091
753,-21916,-217,225,-1568,-112,16,18091
754,-21903,-220,210,-1552,-128,0,18091
755,-21862,-208,245,-1552,-128,0,18091
756,-21889,-212,239,-1552,-128,0,18091
757,-21901,-197,202,-1552,-128,0,18091
758,-21914,-200,233,-1552,-128,0,18091
759,-21904,-225,221,-1552,-128,0,18091
760,-21878,-227,217,-1552,-128,0,18091
761,-21915,-201,211,-1552,-128,0,18091
762,-21885,-177,186,-1552,-128,0,18091
763,-21859,-215,209,-1792,144,0,18091
764,-21879,-186,207,-1792,144,0,18091
765,-21875,-189,234,-1792,144,0,18091
766,-21869,-163,231,-1792,144,0,18091
767,-21885,-182,208,-1792,144,0,18091
768,-21884,-230,209,-1792,144,0,18091
769,-21904,-230,227,-1792,144,0,18091
770,-21896,-230,226,-1792,144,0,18091
771,-21890,-206,237,-1792,144,0,18091
772,-21889,-220,253,-1568,-112,0,18091
773,-21883,-200,235,-1568,-112,0,18091
774,-21892,-213,237,-1568,-112,0,18091
775,-21874,-195,215,-1568,-112,0,18091
776,-21888,-228,252,-1568,-112,0,18091
777,-21892,-210,230,-1568,-112,0,18091
778,-21889,-217,246,-1568,-112,0,18091
779,-21877,-225,4,-1312,-112,0,18091
780,-21890,-237,8,-1312,-112,0,18091
781,-21895,-231,215,-1600,-128,32,18091
782,-21828,-216,194,-1600,-128,32,18091
783,-21881,-230,226,-1600,-128,32,18091
784,-21900,-214,226,-1600,-128,32,18091
785,-21864,-163,214,-1600,-128,32,18091
786,-21876,-162,236,-1600,-128,32,18091
787,-21862,-222,255,-1600,-128,32,18091
788,-21854,-226,3,-1344,-128,32,18091
789,-21867,-200,246,-1600,-128,32,18091
790,-21867,-209,0,-1536,112,240,17835
791,-21889,-237,230,-1792,112,240,17835
792,-21886,-224,10,-1536,112,240,17835
793,-21863,-206,3,-1536,112,240,17835
794,-21871,-214,22,-1536,112,240,17835
795,-21864,-197,21,-1536,112,240,17835
796,-21916,-227,32,-1536,112,240,17835
797,-21881,-196,6,-1536,112,240,17835
798,-21872,-190,8,-1536,112,240,17835
799,-21874,-217,9,-1536,112,240,17835
800,-21889,-247,5,-1312,-80,208,17835
801,-21907,-201,241,-1568,-80,208,17835
802,-21899,-222,246,-1568,-80,208,17835
803,-21888,-217,22,-1312,-80,208,17835
804,-21889,-213,17,-1312,-80,208,17835
805,-21864,-201,255,-1568,-80,208,17835
806,-21878,-218,248,-1568,-80,208,17835
807,-21869,-242,15,-1312,-80,208,17835
808,-21856,-205,0,-1312,-80,208,17835
809,-21866,-228,15,-1360,-48,208,17835
810,-21870,-192,244,-1616,-48,208,17835
811,-21877,-199,252,-1616,-48,208,17835
812,-21902,-244,37,-1360,-48,208,17835
813,-21862,-224,236,-1616,-48,208,17835
814,-21871,-222,1,-1360,-48,208,17835
815,-21884,-211,11,-1360,-48,208,17835
816,-21866,-209,13,-1360,-48,208,17835
817,-21864,-223,8,-1360,-48,208,17835
818,-21887,-197,255,-1568,-48,192,17835
819,-21885,-203,242,-1568,-48,192,17835
820,-21871,-189,255,-1568,-48,192,17835
821,-21860,-227,5,-1312,-48,192,17835
822,-21839,-218,15,-1312,-48,192,17835
823,-21846,-201,25,-1312,-48,192,17835
824,-21872,-195,231,-1568,-48,192,17835
825,-21876,-181,225,-1568,-48,192,17835
826,-21876,-190,2,-1312,-48,192,17835
827,-21888,-206,31,-1312,-64,224,17835
828,-21862,-220,19,-1312,-64,224,17835
829,-21896,-218,31,-1312,-64,224,17835
830,-21906,-218,25,-1312,-64,224,17835
831,-21882,-198,254,-1568,-64,224,17835
832,-21862,-195,242,-1568,-64,224,17835
833,-21866,-210,0,-1312,-64,224,17835
834,-21881,-229,245,-1568,-64,224,17835
835,-21896,-212,255,-1568,-64,224,17835
836,-21900,-188,11,-1536,192,160,17835
837,-21895,-207,22,-1536,192,160,17835
838,-21863,-180,15,-1536,192,160,17835
839,-21844,-201,13,-1536,192,160,17835
840,-21854,-201,24,-1536,192,160,17835
841,-21890,-214,0,-1536,192,160,17835
842,-21859,-195,11,-1536,192,160,17835
843,-21869,-216,22,-1536,192,160,17835
844,-21894,-216,11,-1536,192,160,17835
845,-21894,-221,246,-1632,-32,224,17835
846,-21885,-235,2,-1376,-32,224,17835
847,-21865,-226,29,-1376,-32,224,17835
848,-21875,-200,12,-1376,-32,224,17835
849,-21865,-209,0,-1376,-32,224,17835
850,-21855,-184,7,-1376,-32,224,17835
851,-21896,-178,9,-1376,-32,224,17835
852,-21894,-226,19,-1376,-32,224,17835
853,-21899,-231,32,-1376,-32,224,17835
854,-21892,-178,236,-1664,-64,224,17835
855,-21898,-198,4,-1408,-64,224,17835
856,-21877,-220,21,-1408,-64,224,17835
857,-21835,-199,241,-1664,-64,224,17835
858,-21855,-200,5,-1408,-64,224,17835
859,-21888,-194,21,-1408,-64,224,17835
860,-21891,-196,5,-1408,-64,224,17835
861,-21867,-232,19,-1408,-64,224,17835
862,-21893,-246,18,-1408,-64,224,17835
863,-21895,-222,33,-1360,-160,192,17835
864,-21895,-230,21,-1360,-160,192,17835
865,-21855,-220,9,-1360,-160,192,17835
866,-21885,-205,9,-1360,-160,192,17835
867,-21851,-197,9,-1360,-160,192,17835
868,-21867,-215,9,-1360,-160,192,17835
869,-21899,-241,10,-1360,-160,192,17835
870,-21884,-230,28,-1360,-160,192,17835
871,-21884,-219,16,-1360,-160,192,17835
872,-21889,-204,9,-1328,-128,128,17835
873,-21869,-203,197,-1584,-128,128,17835
874,-21889,-218,239,-1584,-128,128,17835
875,-21872,-210,217,-1584,-128,128,17835
876,-21865,-198,206,-1584,-128,128,17835
877,-21888,-218,235,-1584,-128,128,17835
878,-21866,-182,219,-1584,-128,128,17835
879,-21862,-226,213,-1584,-128,128,17835
880,-21840,-232,218,-1584,-128,128,17835
881,-21885,-235,238,-1552,-80,128,17835
882,-21875,-218,205,-1552,-80,128,17835
883,-21909,-215,202,-1552,-80,128,17835
884,-21892,-249,213,-1552,-80,128,17835
885,-21876,-227,207,-1552,-80,128,17835
886,-21878,-186,213,-1552,-80,128,17835
887,-21866,-203,204,-1552,-80,128,17835
888,-21858,-192,230,-1552,-80,128,17835
889,-21868,-221,215,-1552,-80,128,17835
890,-21859,-211,223,-1552,-80,128,17835
891,-21873,-221,244,-1552,-128,192,17835
892,-21884,-214,245,-1552,-128,192,17835
893,-21861,-198,225,-1552,-128,192,17835
894,-21890,-208,246,-1552,-128,192,17835
895,-21876,-235,242,-1552,-128,192,17835
896,-21883,-216,230,-1552,-128,192,17835
897,-21897,-205,197,-1552,-128,192,17835
898,-21866,-202,192,-1552,-128,192,17835
899,-21867,-209,207,-1552,-128,192,17835
900,-21887,-205,228,-1792,160,176,17835
901,-21878,-235,204,-1792,160,176,17835
902,-21881,-227,205,-1792,160,176,17835
903,-21862,-185,225,-1792,160,176,17835
904,-21874,-216,251,-1792,160,176,17835
905,-21907,-232,237,-1792,160,176,17835
906,-21901,-220,234,-1792,160,176,17835
907,-21886,-241,231,-1792,160,176,17835
908,-21868,-4,-22,-1792,160,176,17835
909,-21888,-225,247,-1552,-176,176,17835
910,-21888,-228,8,-1296,-176,176,17835
911,-21898,-234,231,-1552,-176,176,17835
912,-21892,-236,9,-1296,-176,176,17835
913,-21881,-234,19,-1296,-176,176,17835
914,-21899,-226,238,-1552,-176,176,17835
915,-21868,-190,223,-1552,-176,176,17835
916,-21877,-195,240,-1552,-176,176,17835
917,-21847,-198,247,-1552,-176,176,17835
918,-21846,-197,233,-1568,-176,48,18091
919,-21861,-222,7,-1312,-176,48,18091
920,-21862,-190,241,-1568,-176,48,18091
921,-21872,-170,210,-1568,-176,48,18091
922,-21873,-174,215,-1568,-176,48,18091
923,-21854,-178,253,-1568,-176,48,18091
924,-21873,-207,253,-1568,-176,48,18091
925,-21862,-231,243,-1568,-176,48,18091
926,-21852,-185,235,-1568,-176,48,18091
927,-21881,-222,0,-1312,-112,0,18091
928,-21917,-240,22,-1312,-112,0,18091
929,-21892,-199,9,-1312,-112,0,18091
930,-21888,-212,234,-1568,-112,0,18091
931,-21890,-2,-1,-1568,-112,0,18091
932,-21917,-224,238,-1568,-112,0,18091
933,-21872,-214,235,-1568,-112,0,18091
934,-21900,-221,254,-1568,-112,0,18091
935,-21883,-239,7,-1312,-112,0,18091
936,-21875,-186,235,-1632,-112,176,17835
937,-21874,-193,228,-1632,-112,176,17835
938,-21851,-198,233,-1632,-112,176,17835
939,-21870,-183,227,-1632,-112,176,17835
940,-21886,-210,221,-1632,-112,176,17835
941,-21850,-212,242,-1632,-112,176,17835
942,-21874,-232,13,-1376,-112,176,17835
943,-21862,-203,249,-1632,-112,176,17835
944,-21885,-237,239,-1632,-112,176,17835
945,-21885,-186,251,-1600,-80,160,17835
946,-21895,-192,240,-1600,-80,160,17835
947,-21883,-208,14,-1344,-80,160,17835
948,-21873,-224,247,-1600,-80,160,17835
949,-21867,-188,14,-1344,-80,160,17835
950,-21882,-189,242,-1600,-80,160,17835
951,-21858,-195,7,-1344,-80,160,17835
952,-21856,-213,255,-1600,-80,160,17835
953,-21871,-210,238,-1600,-80,160,17835
954,-21891,-200,235,-1584,-80,160,17835
955,-21892,-230,247,-1584,-80,160,17835
956,-21859,-230,240,-1584,-80,160,17835
957,-21883,-253,244,-1584,-80,160,17835
958,-21880,-214,249,-1584,-80,160,17835
959,-21882,-212,22,-1328,-80,160,17835
960,-21867,-231,1,-1328,-80,160,17835
961,-21874,-197,242,-1584,-80,160,17835
962,-21887,-200,250,-1584,-80,160,17835
963,-21863,-187,2,-1312,-48,224,17835
964,-21863,-188,231,-1568,-48,224,17835
965,-21854,-209,17,-1312,-48,224,17835
966,-21885,-199,20,-1312,-48,224,17835
967,-21860,-209,247,-1568,-48,224,17835
968,-21869,-207,0,-1312,-48,224,17835
969,-21872,-182,242,-1568,-48,224,17835
970,-21880,-227,9,-1312,-48,224,17835
971,-21913,-213,9,-1312,-48,224,17835
972,-21890,-191,255,-1568,-48,224,17835
973,-21891,-204,4,-1344,-32,160,17835
974,-21875,-190,4,-1344,-32,160,17835
975,-21875,-207,252,-1600,-32,160,17835
976,-21873,-218,11,-1344,-32,160,17835
977,-21898,-198,15,-1344,-32,160,17835
978,-21875,-179,236,-1600,-32,160,17835
979,-21843,-208,227,-1600,-32,160,17835
980,-21834,-178,225,-1600,-32,160,17835
981,-21856,-226,254,-1600,-32,160,17835
982,-21889,-212,226,-1584,-64,160,17835
983,-21873,-208,221,-1584,-64,160,17835
984,-21889,-226,250,-1584,-64,160,17835
985,-21885,-256,241,-1584,-64,160,17835
986,-21879,-233,237,-1584,-64,160,17835
987,-21861,-199,233,-1584,-64,160,17835
988,-21867,-194,239,-1584,-64,160,17835
989,-21882,-245,238,-1584,-64,160,17835
990,-21875,-201,247,-1584,-64,160,17835
991,-21895,-223,232,-1584,-144,208,17835
992,-21862,-218,229,-1584,-144,208,17835
993,-21891,-193,208,-1584,-144,208,17835
994,-21907,-246,246,-1584,-144,208,17835
995,-21871,-218,5,-1328,-144,208,17835
996,-21868,-213,254,-1584,-144,208,17835
997,-21873,-183,232,-1584,-144,208,17835
998,-21890,-179,255,-1584,-144,208,17835
999,-21897,-208,2,-1328,-144,208,17835
