roll,pitch,yaw
464,-20.735992431640625,11.053364753723145,-86.03620147705078
465,-21.099693298339844,11.800100326538086,-86.39594268798828
466,-21.409076690673828,12.725175857543945,-86.75005340576172
467,-21.824058532714844,14.124744415283203,-87.20317840576172
468,-22.420623779296875,15.755695343017578,-87.77652740478516
469,-23.401185989379883,17.23103141784668,-88.52991485595703
470,-24.45159149169922,18.618898391723633,-89.35430145263672
471,-25.402366638183594,19.750539779663086,-90.12722778320312
472,-26.347015380859375,20.745214462280273,-90.85687255859375
473,-27.019184112548828,21.13551139831543,-91.32076263427734
474,-27.493572235107422,21.35120391845703,-91.62848663330078
475,-27.83484649658203,21.596620559692383,-92.03658294677734
476,-28.21112632751465,21.903432846069336,-92.4557876586914
477,-28.563270568847656,22.227266311645508,-92.85701751708984
478,-28.604150772094727,22.502044677734375,-93.18147277832031
479,-28.557085037231445,22.768260955810547,-93.50184631347656
480,-28.609519958496094,23.089359283447266,-93.88273620605469
481,-28.679283142089844,23.351011276245117,-94.24703979492188
482,-28.5921630859375,23.369884490966797,-94.49508666992188
483,-28.498188018798828,23.23255157470703,-94.69427490234375
484,-28.4686336517334,23.005300521850586,-94.87130737304688
485,-28.47430992126465,22.785118103027344,-95.03699493408203
486,-28.506587982177734,22.48686408996582,-95.21926879882812
487,-28.531124114990234,22.04757308959961,-95.39544677734375
488,-28.53400993347168,21.4138240814209,-95.4933853149414
489,-28.535158157348633,20.725730895996094,-95.55186462402344
