idx,roll,pitch,yaw
92,1.6172775030136108,23.676719665527344,41.18682098388672
93,1.7089564800262451,23.33116340637207,41.13203048706055
94,1.7932847738265991,22.995433807373047,41.04572296142578
95,1.868018627166748,22.733463287353516,40.954498291015625
96,1.947359323501587,22.365266799926758,40.88174819946289
97,2.0331437587738037,22.03936004638672,40.785011291503906
98,2.1074514389038086,21.76798439025879,40.694358825683594
99,2.1593079566955566,21.454227447509766,40.63924789428711
100,2.1912853717803955,20.91740608215332,40.58494567871094
101,2.239590883255005,20.631160736083984,40.508487701416016
102,2.2911489009857178,20.49571418762207,40.41140365600586
103,2.329848289489746,20.327911376953125,40.32916259765625
104,2.3776137828826904,20.145923614501953,40.25335693359375
105,2.473484516143799,19.726037979125977,40.188175201416016
106,2.585317850112915,19.272104263305664,40.11988067626953
107,2.6439614295959473,18.839519500732422,40.04133224487305
108,2.6910183429718018,18.587818145751953,39.906219482421875
109,2.7546091079711914,18.38533592224121,39.773719787597656
110,2.833996295928955,18.156593322753906,39.6487922668457
111,2.8676793575286865,17.766462326049805,39.544715881347656
112,2.9317538738250732,17.239667892456055,39.446529388427734
113,3.022531270980835,16.815828323364258,39.32105255126953
114,3.1185898780822754,16.38616371154785,39.16869354248047
115,3.126438617706299,15.892845153808594,38.96101760864258
116,3.03568696975708,15.28242301940918,38.764556884765625
117,2.8842885494232178,14.716870307922363,38.593536376953125
118,3.137765645980835,14.096492767333984,38.42666244506836
119,3.3620285987854004,13.6626558303833,38.26716613769531
120,3.492757558822632,13.584994316101074,38.148773193359375
121,3.6192238330841064,13.549511909484863,37.95386505126953
122,3.790864944458008,13.171647071838379,37.76814651489258
123,3.985973834991455,12.53887939453125,37.611289978027344
124,4.168817043304443,11.586979866027832,37.47200393676758
125,4.329596519470215,11.22934341430664,37.300209045410156
126,4.440260887145996,11.406983375549316,37.107765197753906
127,4.519299030303955,11.278550148010254,36.86001968383789
128,4.66263484954834,10.820629119873047,36.603485107421875
129,4.80234956741333,10.239792823791504,36.35405349731445
130,4.905336380004883,9.658283233642578,36.176353454589844
131,5.020413398742676,9.255657196044922,36.04169845581055
132,5.124442100524902,9.09945297241211,35.98298263549805
133,5.136688709259033,9.03981876373291,35.93545150756836
134,5.178646564483643,9.066498756408691,35.77591323852539
135,5.259668827056885,9.12680721282959,35.57148742675781
136,5.335813999176025,9.004294395446777,35.35072326660156
137,5.453161239624023,8.583503723144531,35.11333465576172
138,5.672215938568115,8.114789962768555,34.87537384033203
139,5.822790145874023,7.891755104064941,34.71360397338867
140,5.854525566101074,7.704291820526123,34.5876579284668
141,5.9049763679504395,7.50310754776001,34.41980743408203
142,6.008900165557861,7.423194408416748,34.205928802490234
143,6.045184135437012,7.152986526489258,34.043758392333984
144,6.084587097167969,6.585397720336914,33.9120979309082
145,6.1081156730651855,5.832650184631348,33.74701690673828
146,6.1497650146484375,5.345017910003662,33.566925048828125
147,6.180126667022705,5.070275783538818,33.40940475463867
148,6.192818641662598,4.9101481437683105,33.26507568359375
149,6.372796058654785,5.190284729003906,33.15412521362305
150,6.42084264755249,5.494553089141846,33.089088439941406
151,6.434136867523193,5.496784687042236,32.92153549194336
152,6.3275628089904785,5.2398576736450195,32.672218322753906
153,6.036385536193848,4.92796516418457,32.427734375
154,5.9285054206848145,4.612833023071289,32.2142219543457
155,6.091504096984863,4.308011054992676,31.998271942138672
156,6.188241958618164,4.1186323165893555,31.84076690673828
157,6.2394700050354,3.8883819580078125,31.693740844726562
158,6.4019060134887695,3.7171335220336914,31.42716407775879
159,6.545813083648682,3.521946430206299,31.167314529418945
160,6.679534912109375,3.1457040309906006,30.898109436035156
161,6.903084754943848,2.514909029006958,30.569190979003906
162,7.087921619415283,1.5360198020935059,30.179235458374023
163,7.106060028076172,0.6798200011253357,29.889060974121094
164,7.277415752410889,0.24052070081233978,29.62128448486328
165,7.389528751373291,0.10843102633953094,29.422399520874023
166,7.500476837158203,0.04144281521439552,29.20937728881836
167,7.690624237060547,-0.4178062677383423,28.912250518798828
168,7.953789710998535,-1.47130286693573,28.49803924560547
169,8.039347648620605,-2.718085289001465,28.05076026916504
170,7.827616214752197,-3.5615200996398926,27.816564559936523
171,7.340337753295898,-3.736030101776123,27.55931282043457
172,6.940362930297852,-3.836592674255371,27.26165008544922
173,7.088536262512207,-4.148406982421875,26.965660095214844
174,7.278583526611328,-4.514891624450684,26.67671775817871
175,7.334359645843506,-4.582394599914551,26.4780330657959
176,7.437601566314697,-4.346065998077393,26.329078674316406
177,7.671047210693359,-4.298064708709717,26.09307289123535
178,7.907234191894531,-4.277546405792236,25.816864013671875
179,8.031576156616211,-4.377524375915527,25.528837203979492
180,8.075289726257324,-4.389493465423584,25.281702041625977
181,8.09282112121582,-4.093471527099609,25.15396499633789
182,8.294144630432129,-3.8865647315979004,24.953994750976562
183,8.595096588134766,-4.150960445404053,24.589323043823242
184,8.810519218444824,-4.570126056671143,24.194175720214844
185,8.868109703063965,-4.908884525299072,23.931180953979492
186,8.850915908813477,-5.104598522186279,23.73130226135254
187,8.895907402038574,-5.2855000495910645,23.385334014892578
188,9.066505432128906,-5.726149559020996,22.88742446899414
189,9.485939025878906,-7.492064952850342,22.140661239624023
190,9.987824440002441,-9.695172309875488,21.225542068481445
191,10.283199310302734,-11.202920913696289,20.47711753845215
192,10.333894729614258,-11.355652809143066,20.15156364440918
193,10.375984191894531,-11.233394622802734,19.78868865966797
194,10.602895736694336,-11.755698204040527,19.227645874023438
195,11.007909774780273,-13.46419906616211,18.44810676574707
196,11.474252700805664,-15.36909294128418,17.65604019165039
197,11.85305404663086,-16.235849380493164,17.132875442504883
198,12.140806198120117,-16.27779769897461,16.8525447845459
199,12.594405174255371,-16.580638885498047,16.42240333557129
200,13.054286003112793,-17.361858367919922,15.840862274169922
201,13.319596290588379,-17.978191375732422,15.318411827087402
202,13.494636535644531,-18.23409652709961,14.920173645019531
203,13.56043529510498,-17.77260398864746,14.73253345489502
204,13.787944793701172,-17.65045928955078,14.460356712341309
205,14.24481201171875,-18.13810920715332,13.950692176818848
206,14.756150245666504,-18.979705810546875,13.31739330291748
207,15.133037567138672,-19.372835159301758,12.813380241394043
208,15.295690536499023,-18.915325164794922,12.633678436279297
209,15.41702938079834,-18.39809226989746,12.478342056274414
210,15.789413452148438,-18.636245727539062,12.006307601928711
211,16.40083885192871,-19.58611488342285,11.26416015625
212,16.850162506103516,-20.14666175842285,10.696181297302246
213,17.176177978515625,-19.969438552856445,10.366254806518555
214,17.5855770111084,-20.173377990722656,9.909839630126953
215,18.175960540771484,-20.66830062866211,9.259263038635254
216,18.91823387145996,-21.6246395111084,8.359346389770508
217,19.322227478027344,-21.963035583496094,7.7222700119018555
218,19.404891967773438,-21.37565803527832,7.565495491027832
219,19.59477996826172,-20.873498916625977,7.390359878540039
220,19.94798469543457,-21.241971969604492,6.810162544250488
221,20.45922088623047,-21.982236862182617,6.081881523132324
222,21.002777099609375,-22.635526657104492,5.32466459274292
223,21.31002426147461,-22.531787872314453,4.956732749938965
224,21.373249053955078,-21.688247680664062,4.942327499389648
225,21.57774543762207,-21.035274505615234,4.74379301071167
226,21.984968185424805,-21.00192642211914,4.259766101837158
227,22.43174171447754,-21.132238388061523,3.6991472244262695
228,22.832019805908203,-21.16010856628418,3.178395986557007
229,23.10765266418457,-20.816598892211914,2.9060893058776855
230,23.273149490356445,-19.928129196166992,2.9518442153930664
231,23.43978500366211,-19.082807540893555,2.951885223388672
232,23.510841369628906,-18.57154655456543,2.7694618701934814
233,23.570068359375,-18.26862907409668,2.4916765689849854
234,23.65047836303711,-17.870859146118164,2.2880725860595703
235,23.624462127685547,-16.658061981201172,2.541415214538574
236,23.450952529907227,-14.861855506896973,3.151432514190674
237,23.383258819580078,-13.418644905090332,3.5820953845977783
238,23.48911476135254,-12.656676292419434,3.5750133991241455
239,23.7000789642334,-12.125645637512207,3.434948205947876
240,23.998680114746094,-11.732522010803223,3.217925548553467
241,24.01485824584961,-10.998915672302246,3.2115182876586914
242,24.15151023864746,-9.644506454467773,3.6532890796661377
243,24.219383239746094,-8.409202575683594,4.004447937011719
244,24.300893783569336,-7.382291316986084,4.239694118499756
245,24.376232147216797,-6.426997661590576,4.4265947341918945
246,24.410200119018555,-5.189951419830322,4.634868144989014
247,24.41504669189453,-3.6752381324768066,5.045516014099121
248,24.4343204498291,-1.8970816135406494,5.658724308013916
249,24.512802124023438,-0.7710695862770081,5.868948459625244
250,24.642934799194336,-0.060664791613817215,5.920403003692627
251,24.667333602905273,1.2959450483322144,6.414095401763916
252,24.643070220947266,3.214689254760742,7.2173686027526855
253,24.609270095825195,5.706784725189209,8.306892395019531
254,24.778047561645508,8.096978187561035,9.257774353027344
255,24.916975021362305,9.406248092651367,9.648170471191406
256,24.93292999267578,10.272578239440918,9.809197425842285
257,24.80510711669922,11.59837818145752,10.344069480895996
258,24.75588607788086,13.390093803405762,11.155865669250488
259,24.81879997253418,15.520634651184082,12.154141426086426
260,24.937705993652344,16.998977661132812,12.744223594665527
261,24.96689796447754,17.52684783935547,12.789931297302246
262,24.870067596435547,17.98180389404297,12.740239143371582
263,24.761934280395508,19.351459503173828,13.208226203918457
264,24.87215805053711,21.206336975097656,14.02381706237793
265,25.027395248413086,23.163082122802734,15.010729789733887
266,25.09002113342285,24.529987335205078,15.645071983337402
267,24.98055076599121,24.96653175354004,15.73757266998291
268,24.81768035888672,25.218164443969727,15.51235580444336
269,24.668516159057617,26.37952995300293,15.864803314208984
270,24.460756301879883,27.878406524658203,16.491870880126953
271,24.272293090820312,29.588958740234375,17.29544448852539
272,24.1467342376709,30.579530715942383,17.770307540893555
273,23.91541290283203,30.72791862487793,17.641929626464844
274,23.701255798339844,30.808231353759766,17.316509246826172
275,23.400733947753906,31.54069709777832,17.371055603027344
276,23.126811981201172,32.63311004638672,17.629377365112305
277,22.90532684326172,33.9194221496582,18.056108474731445
278,22.73876190185547,34.60443878173828,18.185077667236328
279,22.548852920532227,34.877864837646484,18.0183162689209
280,22.231599807739258,35.18087387084961,17.81558609008789
281,21.91497230529785,35.79740524291992,17.713064193725586
282,21.645206451416016,36.63531494140625,17.717105865478516
283,21.42375946044922,37.706451416015625,17.76663589477539
284,21.199846267700195,38.46094512939453,17.651493072509766
285,20.806652069091797,38.74009704589844,17.43038558959961
286,20.554906845092773,38.88804626464844,17.174251556396484
287,20.329273223876953,39.476295471191406,17.120290756225586
288,20.099246978759766,40.243064880371094,17.1601619720459
289,19.901020050048828,40.969661712646484,17.203664779663086
290,19.68522071838379,41.36420822143555,17.039722442626953
291,19.399559020996094,41.6463623046875,16.718847274780273
292,19.077362060546875,42.117191314697266,16.52122688293457
293,18.870086669921875,42.76974105834961,16.480518341064453
294,18.70928955078125,43.55138397216797,16.52988052368164
295,18.549253463745117,44.21658706665039,16.527128219604492
296,18.338462829589844,44.617889404296875,16.342357635498047
297,18.0275821685791,44.957183837890625,16.0635929107666
298,17.71401023864746,45.49309539794922,15.868237495422363
299,17.469179153442383,46.24408721923828,15.841107368469238
300,17.240726470947266,46.7303466796875,15.754860877990723
301,16.947961807250977,47.02560806274414,15.564403533935547
302,16.653902053833008,47.17768096923828,15.202861785888672
303,16.347270965576172,47.4917106628418,14.881102561950684
304,16.011171340942383,48.12462615966797,14.738301277160645
305,15.667275428771973,48.87419509887695,14.686718940734863
306,15.31024169921875,49.34884262084961,14.475568771362305
307,14.850279808044434,49.68003845214844,14.131345748901367
308,14.307910919189453,49.76921844482422,13.56023120880127
309,13.810078620910645,49.922752380371094,13.001848220825195
310,13.31091594696045,50.366275787353516,12.589365005493164
311,12.909205436706543,50.84869384765625,12.273750305175781
312,12.519498825073242,51.05544662475586,11.919615745544434
313,12.077284812927246,51.18263244628906,11.504541397094727
314,11.686633110046387,51.7328987121582,11.2034912109375
315,11.327756881713867,52.40946960449219,11.013968467712402
316,10.916520118713379,52.81632995605469,10.734776496887207
317,10.404388427734375,52.91693115234375,10.28494644165039
318,9.930991172790527,52.9400749206543,9.733532905578613
319,9.49071216583252,53.17499542236328,9.232073783874512
320,9.16355037689209,54.015132904052734,9.006233215332031
321,8.775038719177246,55.05185317993164,8.91724681854248
322,8.401738166809082,55.75901794433594,8.689059257507324
323,7.834746837615967,55.96891784667969,8.137591361999512
324,7.2687296867370605,56.15879440307617,7.471062660217285
325,6.773854732513428,56.600830078125,6.900094032287598
326,6.326933860778809,57.521278381347656,6.538769245147705
327,5.919050216674805,58.44696044921875,6.3420491218566895
328,5.374456882476807,58.7280387878418,5.957611083984375
329,4.779579162597656,58.386474609375,5.329611778259277
330,4.233678817749023,58.25362777709961,4.599795341491699
331,3.64048171043396,58.369693756103516,3.898059368133545
332,3.1158828735351562,58.943504333496094,3.376600742340088
333,2.6245267391204834,59.55387496948242,3.0357630252838135
334,2.182546854019165,59.63835906982422,2.6029114723205566
335,1.6716811656951904,59.267723083496094,2.019812822341919
336,1.0890475511550903,59.03855514526367,1.3306539058685303
337,0.5435921549797058,59.36515808105469,0.7369914054870605
338,0.0068865809589624405,59.82419204711914,0.23448438942432404
339,-0.596128523349762,60.14004898071289,-0.2632623612880707
340,-1.1776971817016602,60.11420440673828,-0.8647527098655701
341,-1.8152697086334229,60.22569274902344,-1.5646249055862427
342,-2.5371170043945312,60.87278366088867,-2.2631163597106934
343,-3.2918918132781982,61.74890899658203,-2.846951723098755
344,-4.1239752769470215,62.429691314697266,-3.4743266105651855
345,-4.73000955581665,62.33984375,-4.035709857940674
346,-5.251147270202637,61.91712188720703,-4.625101089477539
347,-5.89763069152832,62.049015045166016,-5.393924713134766
348,-6.675989151000977,62.66213607788086,-6.145669460296631
349,-7.488490581512451,63.0106315612793,-6.821436405181885
350,-8.219077110290527,63.080623626708984,-7.457148551940918
351,-8.738542556762695,62.7492790222168,-8.034821510314941
352,-9.30802059173584,62.681739807128906,-8.7496976852417
353,-10.128037452697754,63.107845306396484,-9.615163803100586
354,-11.051322937011719,63.6737174987793,-10.449031829833984
355,-11.802956581115723,63.80241012573242,-11.1455078125
356,-12.443490028381348,63.640499114990234,-11.78935718536377
357,-12.91818618774414,63.29566955566406,-12.391584396362305
358,-13.588772773742676,63.30572509765625,-13.149709701538086
359,-14.675325393676758,63.90203857421875,-14.206934928894043
360,-15.6456298828125,64.27581024169922,-15.108383178710938
361,-16.15927505493164,64.0156021118164,-15.633216857910156
362,-16.438383102416992,63.460304260253906,-15.957932472229004
363,-16.535184860229492,62.69645309448242,-16.225385665893555
364,-16.770282745361328,62.10079574584961,-16.630859375
365,-17.31721305847168,61.93864822387695,-17.238391876220703
366,-17.7763729095459,61.6528205871582,-17.69770622253418
367,-17.862171173095703,60.9061164855957,-17.8021297454834
368,-17.755016326904297,59.862667083740234,-17.72809600830078
369,-17.526851654052734,58.626075744628906,-17.644357681274414
370,-17.63835334777832,57.80461120605469,-17.904041290283203
371,-17.902315139770508,57.31251907348633,-18.283315658569336
372,-18.09048843383789,56.67630386352539,-18.496246337890625
373,-17.763952255249023,55.03889846801758,-18.080120086669922
374,-17.27361297607422,52.89765167236328,-17.467130661010742
375,-16.9254093170166,51.0882568359375,-17.124818801879883
376,-17.120878219604492,50.50382614135742,-17.484119415283203
377,-17.201623916625977,49.585662841796875,-17.558204650878906
378,-17.118350982666016,48.54751968383789,-17.551950454711914
379,-16.831295013427734,47.227359771728516,-17.45682144165039
380,-16.491079330444336,45.77424240112305,-17.323387145996094
381,-16.269123077392578,44.310272216796875,-17.186012268066406
382,-15.930108070373535,42.57160949707031,-16.902664184570312
383,-15.534147262573242,40.526283264160156,-16.53635597229004
384,-15.165471076965332,38.48987579345703,-16.284957885742188
385,-14.921714782714844,37.08353805541992,-16.273529052734375
386,-14.837455749511719,36.45645523071289,-16.308897018432617
387,-14.839072227478027,35.87547302246094,-16.36499786376953
388,-14.740459442138672,34.737274169921875,-16.313880920410156
389,-14.36352825164795,32.685035705566406,-16.00826644897461
390,-13.98122787475586,30.451217651367188,-15.86389446258545
391,-13.836084365844727,29.69681167602539,-16.089248657226562
392,-13.924261093139648,29.54694366455078,-16.265352249145508
393,-13.950834274291992,29.266191482543945,-16.33778190612793
394,-13.634132385253906,27.993305206298828,-16.190946578979492
395,-13.320433616638184,25.833162307739258,-16.06000328063965
396,-12.903063774108887,24.359853744506836,-16.111188888549805
397,-12.754608154296875,23.74158477783203,-16.338090896606445
398,-12.63748836517334,23.60552978515625,-16.58586311340332
399,-12.49770736694336,23.400691986083984,-16.797683715820312
400,-12.181306838989258,22.206056594848633,-16.772199630737305
401,-11.80075740814209,20.311779022216797,-16.727874755859375
402,-11.549039840698242,18.87918472290039,-16.79962158203125
403,-11.421262741088867,18.46599006652832,-16.936607360839844
404,-11.38251781463623,18.339771270751953,-17.083328247070312
405,-11.298418998718262,17.933883666992188,-17.25576400756836
406,-10.973647117614746,16.52634048461914,-17.34415054321289
407,-10.595563888549805,14.872688293457031,-17.37934112548828
408,-10.296843528747559,13.882996559143066,-17.52396011352539
409,-10.14792537689209,13.80055046081543,-17.675079345703125
410,-10.117582321166992,13.8285493850708,-17.931385040283203
411,-9.9885892868042,13.52331829071045,-18.126298904418945
412,-9.787337303161621,12.485257148742676,-18.234413146972656
413,-9.495598793029785,11.47947883605957,-18.405014038085938
414,-9.436478614807129,11.248751640319824,-18.65392303466797
415,-9.321355819702148,11.391937255859375,-18.921894073486328
416,-9.168827056884766,11.013778686523438,-19.131635665893555
417,-8.956683158874512,10.209159851074219,-19.31827163696289
418,-8.608190536499023,8.609086036682129,-19.505151748657227
419,-8.386619567871094,7.521066188812256,-19.762304306030273
420,-8.351755142211914,7.434333801269531,-20.036041259765625
421,-8.294365882873535,7.3455328941345215,-20.24693489074707
422,-8.12374496459961,6.57625675201416,-20.447986602783203
423,-7.9658379554748535,5.374256134033203,-20.78217124938965
424,-7.885623931884766,3.2409751415252686,-21.174118041992188
425,-7.716324329376221,1.1121407747268677,-21.76659393310547
426,-7.593777656555176,0.9961710572242737,-22.13204574584961
427,-7.706907272338867,1.8394250869750977,-22.342592239379883
428,-7.666001319885254,2.2033350467681885,-22.696435928344727
429,-7.482264041900635,1.9092029333114624,-23.03211784362793
430,-7.33698844909668,1.4255869388580322,-23.37080192565918
431,-7.227878093719482,0.7816374897956848,-23.688133239746094
432,-7.104133605957031,0.500588595867157,-23.957958221435547
433,-6.909618854522705,0.5779297351837158,-24.252033233642578
434,-6.69096565246582,0.527421772480011,-24.577054977416992
435,-6.541668891906738,0.24868306517601013,-24.95087432861328
436,-6.458897113800049,0.01240746583789587,-25.277828216552734
437,-6.439167499542236,0.06588273495435715,-25.543302536010742
438,-6.3718485832214355,0.04768657311797142,-25.817893981933594
439,-6.156458854675293,-0.5301812887191772,-26.14501190185547
440,-5.873342514038086,-1.290078043937683,-26.54776382446289
441,-5.642878532409668,-1.5234497785568237,-26.939348220825195
442,-5.473757266998291,-1.4774019718170166,-27.277050018310547
443,-5.381927967071533,-1.1521646976470947,-27.578357696533203
444,-5.264083385467529,-1.0840709209442139,-27.93783950805664
445,-5.127108097076416,-1.2807928323745728,-28.30255126953125
446,-4.892187118530273,-1.1729151010513306,-28.64211082458496
447,-4.789908409118652,-0.7098726630210876,-28.956205368041992
448,-4.734604835510254,-0.1126895472407341,-29.23737144470215
449,-4.694066047668457,0.3180719017982483,-29.551116943359375
450,-4.447927951812744,0.19844406843185425,-29.936843872070312
451,-4.2328057289123535,-0.16968370974063873,-30.385040283203125
452,-4.118906497955322,0.027973681688308716,-30.738386154174805
453,-4.103307723999023,0.9206303358078003,-31.040485382080078
454,-4.112286567687988,1.862099051475525,-31.324127197265625
455,-4.019212245941162,2.4660820960998535,-31.608198165893555
456,-3.847666025161743,2.6186602115631104,-31.979219436645508
457,-3.6629748344421387,2.8572566509246826,-32.33420944213867
458,-3.5313456058502197,3.5212440490722656,-32.67534255981445
459,-3.505061388015747,4.370508193969727,-32.9736213684082
460,-3.49853515625,5.199746608734131,-33.25370407104492
461,-3.4059128761291504,5.743900775909424,-33.603694915771484
462,-3.2181038856506348,6.3624796867370605,-34.007476806640625
463,-3.1118106842041016,7.013336181640625,-34.4463996887207
464,-3.0206692218780518,7.853797435760498,-35.03823471069336
465,-2.9268717765808105,8.947300910949707,-35.71207809448242
466,-2.7600901126861572,10.0538969039917,-36.05980682373047
467,-2.7842819690704346,11.33344554901123,-36.23412322998047
468,-2.8376662731170654,12.303071022033691,-36.4278450012207
469,-2.7714390754699707,12.872903823852539,-36.75473403930664
470,-2.6558470726013184,13.339759826660156,-37.09375762939453
471,-2.6289453506469727,13.916666030883789,-37.3887825012207
472,-2.6852755546569824,14.774206161499023,-37.640159606933594
473,-2.831514358520508,15.692931175231934,-37.9162483215332
474,-3.0275685787200928,16.754993438720703,-38.18220901489258
475,-3.181117534637451,17.60230827331543,-38.42046356201172
476,-3.1690967082977295,18.06563377380371,-38.740901947021484
477,-3.1173174381256104,18.500547409057617,-39.07986068725586
478,-3.2394192218780518,19.177867889404297,-39.46543502807617
479,-3.3980607986450195,19.948822021484375,-39.84892654418945
480,-3.5176162719726562,20.90565299987793,-40.15619659423828
481,-3.5679867267608643,21.59314727783203,-40.433563232421875
482,-3.5738844871520996,22.024383544921875,-40.78217697143555
483,-3.6940648555755615,22.392784118652344,-41.150062561035156
484,-3.8094983100891113,22.921920776367188,-41.590084075927734
485,-3.9599382877349854,23.793846130371094,-42.059139251708984
486,-4.1756415367126465,25.21354866027832,-42.3485107421875
487,-4.632328510284424,26.921411514282227,-42.70975112915039
488,-5.026064395904541,28.16065216064453,-43.05958557128906
489,-5.236130714416504,28.480857849121094,-43.38429260253906
490,-5.3571648597717285,28.500314712524414,-43.832000732421875
491,-5.575075626373291,28.60271453857422,-44.33669662475586
492,-5.98406457901001,29.509355545043945,-44.804683685302734
493,-6.518592834472656,30.87122344970703,-45.21854782104492
494,-6.973813533782959,31.981151580810547,-45.602088928222656
495,-7.268800258636475,32.2658805847168,-45.941444396972656
496,-7.536899089813232,32.087425231933594,-46.39564895629883
497,-7.815033435821533,31.99848175048828,-46.891456604003906
498,-8.209999084472656,32.43143081665039,-47.40596008300781
499,-8.622343063354492,33.143009185791016,-47.84086608886719
500,-8.972553253173828,33.710716247558594,-48.22397994995117
501,-9.28740119934082,33.83329772949219,-48.63575744628906
502,-9.561312675476074,33.847232818603516,-49.1336669921875
503,-9.885763168334961,33.896244049072266,-49.658145904541016
504,-10.316251754760742,34.46986770629883,-50.21344757080078
505,-10.776835441589355,35.248291015625,-50.684722900390625
506,-11.18167781829834,35.9462776184082,-51.114933013916016
507,-11.566248893737793,36.2776985168457,-51.56629180908203
508,-11.860383033752441,36.22374725341797,-52.051116943359375
509,-12.161757469177246,36.26955795288086,-52.59153747558594
510,-12.629199981689453,36.68680953979492,-53.20793914794922
511,-13.128085136413574,37.34189987182617,-53.76015090942383
512,-13.625473976135254,37.909568786621094,-54.26948928833008
